license_type,license_number,issue_date,expiration_date,primary_applicant,address,city,state,zip_code,telephone,location,year_of_issue,year_of_exp
BUILDING CONTRACTORS LICENSE,BC3671,09/10/2002,09/10/2006,ANTONIO SILVA,1224 SIMMONS DRIVE,rockville,MD,20851,(240)832-9035x,POINT (-77.129973 39.076739),2002,2006
BUILDING CONTRACTORS LICENSE,BC3962,07/22/2008,07/22/2010,STEFANIE ERKILETIAN,"4401 FORD AVENUE,",alexandria,VA,22302,(703)671-4400x,POINT (-77.104735 38.836575),2008,2010
BUILDING CONTRACTORS LICENSE,BC2587,10/03/1999,10/03/2008,CHARLES GUTHRIE,P.O. BOX 478,annandale,VA,22003,(703)370-3400x,missing,1999,2008
BUILDING CONTRACTORS LICENSE,BC3774,07/14/2004,07/14/2014,JOSEPH CONTE,"130 LUBRANO DRIVE,",annapolis,MD,21401,(301)261-8042x,POINT (-76.55211 38.986723),2004,2014
BUILDING CONTRACTORS LICENSE,BC3042,05/10/1999,05/10/2009,DALE THOMPSON,6300 WOODSIDE COURT,columbia,MD,21046,(410)995-6736x,POINT (-76.853217 39.196582),1999,2009
BUILDING CONTRACTORS LICENSE,BC3523,09/28/1999,09/09/2001,JOSEPH RYBA,15405 BARNESVILLE ROAD,boyds,MD,20841,(301)972-6256x,POINT (-77.319466 39.188356),1999,2001
BUILDING CONTRACTORS LICENSE,BC2989,03/16/1998,03/16/2004,RISHI GOSAIN,008750  CENTER  ROAD,springfield,VA,22152,(301)499-8895x,POINT (-77.248382 38.780859),1998,2004
BUILDING CONTRACTORS LICENSE,BC3763,05/04/2004,05/04/2006,ROBERT HOLMAN,"3905 ALBERMARLE STREE, N.W.",washington,DC,20010,(202)966-7474x,missing,2004,2006
BUILDING CONTRACTORS LICENSE,BC3632,10/02/2001,10/02/2011,MARC SMITH,7215 BARNETT ROAD,bethesda,MD,20817,(301)907-0070x,POINT (-77.147663 39.013612),2001,2011
BUILDING CONTRACTORS LICENSE,BC3121,06/26/1999,06/26/2009,WILLIAM MILLER,"2120 L STREET, NW.,",washington,DC,20037,(202)872-9075x,POINT (-77.047673 38.903741),1999,2009
BUILDING CONTRACTORS LICENSE,BC3732,09/11/2003,09/11/2012,FRANCIS DANIEL,312 BRADLEY AVENUE,rockville,MD,20851,(240)286-6409x,POINT (-77.117413 39.078953),2003,2012
BUILDING CONTRACTORS LICENSE,BC4073,02/14/2012,02/07/2014,THOMAS BRAULT,6912 WOODSIDE PLACE,chevy chase,MD,20815,(301)656-4472x,POINT (-77.07861 38.979331),2012,2014
BUILDING CONTRACTORS LICENSE,BC3704,03/04/2003,03/04/2011,DAVID KAHN,2556 SUTCLIFF TERRACE,brookeville,MD,20833,(301)570-7070x,POINT (-77.054219 39.163637),2003,2011
BUILDING CONTRACTORS LICENSE,BC3895,09/11/2006,09/11/2010,BRADLEY GENNER,10413 LLOYD ROAD,potomac,MD,20854,(301)452-2007x,POINT (-77.215598 39.053259),2006,2010
BUILDING CONTRACTORS LICENSE,BC2880,09/20/1998,09/20/2008,"ALBERT SMALL, JR.","2100 RESTON PARKWAY,",reston,VA,20191,(703)620-4100x120,POINT (-77.360962 38.943664),1998,2008
BUILDING CONTRACTORS LICENSE,BC3654,05/07/2002,05/07/2004,ETHAN ASSAL,9916 LOGAN DRIVE,potomac,MD,20854,(301)807-6390x,POINT (-77.204231 39.008224),2002,2004
BUILDING CONTRACTORS LICENSE,BC3499,04/06/1999,04/06/2001,JOHN NUGENT,4904  EAST CHALK POINT  ROAD,west river,MD,20778,(301)261-9685x,POINT (-76.538458 38.837602),1999,2001
BUILDING CONTRACTORS LICENSE,BC3643,01/09/2002,01/25/2016,"PHILIP STEVENS, JR.",4714 LINTHICUM ROAD,dayton,MD,21036,(410)531-2100x,POINT (-76.988855 39.241156),2002,2016
BUILDING CONTRACTORS LICENSE,BC3942,11/07/2007,11/07/2009,VINCENT DUNN,4608 SUNFLOWER DRIVE,rockville,MD,20853,(301)929-1710x,POINT (-77.091108 39.106036),2007,2009
BUILDING CONTRACTORS LICENSE,BC3514,07/13/1999,07/13/2009,"GORDON, III FULTON",8200 KENFIELD COURT,bethesda,MD,20817,(301)674-5959x,POINT (-77.135656 38.991237),1999,2009
BUILDING CONTRACTORS LICENSE,BC3782,08/03/2004,08/03/2010,PETER GARTLAN,"2101 WISCONSIN AVENUE, NW",washington,DC,20007,(202)333-0880x,POINT (-77.06899 38.917258),2004,2010
BUILDING CONTRACTORS LICENSE,BC0801,05/15/1997,05/15/1999,I. GERALD GINSBURG,006169  EXECUTIVE  BLVD,rockville,MD,20852,(301)984-8081x,POINT (-77.125702 39.048975),1997,1999
BUILDING CONTRACTORS LICENSE,BC3749,02/11/2004,02/11/2012,JAMES WOLOHAN,406 GREAT FALLS ROAD,rockville,MD,20850,(301)417-2700x,POINT (-77.160782 39.080753),2004,2012
BUILDING CONTRACTORS LICENSE,BC3392,05/06/1997,05/06/1999,RUSSELL ARKIN,3435 N 14TH  STREET,arlington,VA,22201,(703)848-2735x,POINT (-77.102282 38.888489),1997,1999
BUILDING CONTRACTORS LICENSE,BC3914,03/15/2007,03/15/2009,WILLIAM HANCOCK,719 LAKE VARUNA DRIVE,gaithersburg,MD,20878,(240)848-2045x,POINT (-77.228862 39.119631),2007,2009
BUILDING CONTRACTORS LICENSE,BC3173,05/05/1999,05/05/2003,GEORGE POULSON,10875  MAIN  STREET,fairfax,VA,22030,(703)591-1812x,POINT (-77.320575 38.851309),1999,2003
BUILDING CONTRACTORS LICENSE,BC3570,01/08/2002,08/01/2010,MICHAEL ROSE,"14405 LAUREL PLACE,",laurel,MD,20707,(301)953-3110x,POINT (-76.860513 39.089044),2002,2010
BUILDING CONTRACTORS LICENSE,BC3355,08/07/1998,08/07/2014,"KENNETH MALM    PRESIDENT, CRAFTSTAR HOMES INC.",1355 Beverly Road,mclean,VA,22101,(703)827-5045x,POINT (-77.177751 38.936807),1998,2014
BUILDING CONTRACTORS LICENSE,BC3259,10/19/1998,10/19/2004,KEVIN DOYLE,5429 MOHICAN ROAD,bethesda,MD,20816,(301)229-2639x,POINT (-77.130162 38.961606),1998,2004
BUILDING CONTRACTORS LICENSE,BC0357,04/01/1999,04/01/2005,"JOHN KOLLAR, SR.",10022 CHARTWELL MANOR COURT,potomac,MD,20854,(301)299-7626x,POINT (-77.207268 38.998487),1999,2005
BUILDING CONTRACTORS LICENSE,BC3501,04/06/1999,04/06/2007,BRIAN GOLDSTEIN,10 FRANCIS STREET,annapolis,MD,21401,(410)280-1800x,POINT (-76.489523 38.977957),1999,2007
BUILDING CONTRACTORS LICENSE,BC3612,05/01/2001,05/01/2003,JEFFREY CARUSO,1662 VILLAGE GREEN,crofton,MD,21114,(301)261-0277x,POINT (-76.69793 39.00596),2001,2003
BUILDING CONTRACTORS LICENSE,BC3559,06/08/2000,06/07/2002,JAMES IRVINE,506 TIPPIN COURT,thurmont,MD,21788,(301)271-7515x,POINT (-77.421832 39.619212),2000,2002
BUILDING CONTRACTORS LICENSE,BC2781,09/09/1999,09/09/2007,MICHAEL HUBERT,"009055  COMPRINT  COURT,",gaithersburg,MD,20877,(301)258-2700x,POINT (-77.186084 39.1204),1999,2007
BUILDING CONTRACTORS LICENSE,BC4023,10/11/2010,10/11/2012,MIMI KRESS,4304 EAST WEST HIGHWAY,bethesda,MD,20814,(301)718-0414x,POINT (-77.087758 38.985665),2010,2012
BUILDING CONTRACTORS LICENSE,BC4017,09/08/2010,09/08/2012,ANDREW ECONOMAKIS,"4915 AUBURN AVENUE,",bethesda,MD,20814,(301)229-2000x,POINT (-77.099898 38.98999),2010,2012
BUILDING CONTRACTORS LICENSE,BC3832,07/12/2005,07/12/2007,DALE HAUPRICH,14100 STURTEVANT ROAD,silver spring,MD,20905,(301)236-4400x,POINT (-76.972455 39.087387),2005,2007
BUILDING CONTRACTORS LICENSE,BC3508,05/04/1999,05/04/2005,"DAVID DIEFFENBACH/DEDHICO, LLC","15416  BAILEYS  LANE,",silver spring,MD,20906,(301)924-2620x,POINT (-77.061532 39.108942),1999,2005
BUILDING CONTRACTORS LICENSE,BC3625,07/10/2001,07/10/2003,MARK KAUFMAN,"1555 CONNECTICUT AVENUE, NW",washington,DC,20036,(202)265-4602x,POINT (-77.044032 38.910875),2001,2003
BUILDING CONTRACTORS LICENSE,BC3967,09/23/2008,09/23/2010,MAURICE CAREY,"7819 MANDAN ROAD,",greenbelt,MD,20770,(301)474-0577x,POINT (-76.865594 38.998183),2008,2010
BUILDING CONTRACTORS LICENSE,BC3826,06/08/2005,06/08/2009,ROBERT SCHWEITZER,C/O M.A. CHENAULT INSURANCE SERVICES,laurel,MD,20707,(301)829-8986x,missing,2005,2009
BUILDING CONTRACTORS LICENSE,BC2661,03/01/1997,12/21/2003,MARTIN WINEPOL,017707  CASHELL  ROAD,rockville,MD,20853,(301)598-7838x,POINT (-77.094323 39.146762),1997,2003
BUILDING CONTRACTORS LICENSE,BC3660,06/17/2002,06/17/2008,SAHEBI ARDESHIR,"7600 LINDBERGH DRIVE,",gaithersburg,MD,20879,(301)519-6997x,POINT (-77.153416 39.166564),2002,2008
BUILDING CONTRACTORS LICENSE,BC2342,08/14/1998,08/14/2006,CHRISTOPHER AIELLO,"10211 WINCOPIN CIRCLE,",columbia,MD,21044,(410)666-3042x,POINT (-76.855109 39.216549),1998,2006
BUILDING CONTRACTORS LICENSE,BC4044,05/10/2011,05/10/2013,AMRINDER SINGH,711 FOX CHASE CIRCLE,bear,DE,NA,(301)838-1017x,POINT (-75.723656 39.603743),2011,2013
BUILDING CONTRACTORS LICENSE,BC2951,07/11/1999,07/11/2007,"PHILIP STEVENS, JR.","003905  NATIONAL  DRIVE,",burtonsville,MD,20866,(301)421-1700x,POINT (-76.931894 39.112852),1999,2007
BUILDING CONTRACTORS LICENSE,BC3868,04/04/2006,04/04/2012,ANDY WARREN,"4800 HAMPDEN LANE,",bethesda,MD,20814,(301)634-8600x,POINT (-77.095493 38.982718),2006,2012
BUILDING CONTRACTORS LICENSE,BC3692,12/04/2002,12/03/2006,CATHERYN HUMMEL,P.O. BOX 10716,silver spring,MD,20914,(301)633-1609x,missing,2002,2006
BUILDING CONTRACTORS LICENSE,BC3932,09/12/2007,09/12/2015,JAMES GIBSON,"5185 MACARTHUR BLVD, NW,",washington,DC,20016,(202)364-1555x,POINT (-77.102855 38.926388),2007,2015
BUILDING CONTRACTORS LICENSE,BC2257,07/10/1999,07/10/2001,DAN MONTGOMERY,007500  OLD GEORGETOWN  ROAD,bethesda,MD,20814,(301)272-8100x,POINT (-77.094939 38.985196),1999,2001
BUILDING CONTRACTORS LICENSE,BC3208,02/04/1998,02/04/2004,RICHARD DIPIETRO,014525  GOOD HOPE  ROAD,silver spring,MD,20905,(301)384-5677x,POINT (-76.991137 39.0946),1998,2004
BUILDING CONTRACTORS LICENSE,BC3738,11/04/2003,11/04/2009,"GERALD ELLSBURY, JR.",8603 FARRELL COURT,chevy chase,MD,20815,(301)585-2782x,POINT (-77.057605 38.996169),2003,2009
BUILDING CONTRACTORS LICENSE,BC0001,08/04/1998,08/04/2012,"FRANK BELL, JR.",6124 MACARTHUR BLVD.,bethesda,MD,20816,(301)320-0850x,POINT (-77.115947 38.943729),1998,2012
BUILDING CONTRACTORS LICENSE,BC3694,01/07/2003,01/07/2007,MARK BARBERICH,"7850 WALKER DRIVE,",greenbelt,MD,20770,(301)623-3643x,POINT (-76.895048 38.998506),2003,2007
BUILDING CONTRACTORS LICENSE,BC3785,09/15/2004,09/14/2006,JAMES MCGHEE,7705 GROVENOR COURT,alexandria,VA,22315,(705)304-4298x,POINT (-77.133901 38.749065),2004,2006
BUILDING CONTRACTORS LICENSE,BC3538,01/05/2000,01/05/2004,MARK STEMEN,4090-A LAFAYETTE CENTER DRIVE,chantilly,VA,20150,(703)631-0834x,POINT (-77.470982 38.907694),2000,2004
BUILDING CONTRACTORS LICENSE,BC3973,12/05/2008,12/05/2010,R. JOSEPH FEMIA,"1306 SQUIRE COURT,",sterling,VA,20166,(571)434-1922x,POINT (-77.434776 39.022923),2008,2010
BUILDING CONTRACTORS LICENSE,BC3033,04/12/1999,04/12/2013,JOEL SOMMER,8120  SPLIT OAK  DRIVE,bethesda,MD,20817,(301)365-2071x,POINT (-77.166176 38.998662),1999,2013
BUILDING CONTRACTORS LICENSE,BC3151,01/13/1999,01/13/2003,FRANK PROCTOR,712 EAST GUDE DRIVE,rockville,MD,20855,(301)217-0325x,POINT (-77.142268 39.102917),1999,2003
BUILDING CONTRACTORS LICENSE,BC3247,08/17/1998,08/17/2002,MICHAEL ROSE,013920  BALTIMORE  BLVD,laurel,MD,20707,(301)953-3110x,POINT (-76.864534 39.080907),1998,2002
BUILDING CONTRACTORS LICENSE,BC3512,06/02/1999,06/02/2001,KEM SNOW,4401  GREGG  ROAD,brookeville,MD,20833,(301)570-6222x,POINT (-77.088495 39.206456),1999,2001
BUILDING CONTRACTORS LICENSE,BC3923,06/11/2007,06/11/2009,JOHN CASEY,4603 WOODFIELD ROAD,bethesda,MD,20814,(202)437-0962x,POINT (-77.09297 39.01908),2007,2009
BUILDING CONTRACTORS LICENSE,BC3572,09/13/2000,09/13/2004,DAVID HUNDLEY,415 WOODLAND ROAD,gaithersburg,MD,20877,(301)527-8392x,POINT (-77.186446 39.135611),2000,2004
BUILDING CONTRACTORS LICENSE,BC1010,04/28/1998,04/28/2001,JAMES IMPARA,000208  HARRISON  STREET,rockville,MD,20850,(301)762-2345x,POINT (-77.157225 39.085338),1998,2001
BUILDING CONTRACTORS LICENSE,BC2202,09/15/1998,09/15/2004,DAVID WEISS,000801  WAYNE  AVENUE,silver spring,MD,20910,(301)565-0886x,POINT (-77.022144 38.99696),1998,2004
BUILDING CONTRACTORS LICENSE,BC3850,11/08/2005,11/08/2007,ABBER KHADDER,P.O. BOX 2172,kensington,MD,20891,(301)655-9853x,missing,2005,2007
BUILDING CONTRACTORS LICENSE,BC2923,04/06/1999,04/06/2003,DELBERT LIU,25400  OLD HUNDRED  ROAD,dickerson,MD,20842,(301)831-8776x,POINT (-77.338807 39.272699),1999,2003
BUILDING CONTRACTORS LICENSE,BC3467,06/02/1998,06/02/2000,EUGENE BAKER,12419  BENNETT  ROAD,herdon,VA,20171,(703)476-4055x,POINT (-77.377163 38.896133),1998,2000
BUILDING CONTRACTORS LICENSE,BC3767,06/03/2004,06/02/2016,ALAN ABRAMS,6411 ORCHARD AVENUE,takoma park,MD,20912,(301)270-6380,POINT (-77.002122 38.968684),2004,2016
BUILDING CONTRACTORS LICENSE,BC3430,11/04/1997,11/04/2003,SCOTT TAYLOR,6017  ROSELAND  DRIVE,rockville,MD,20852,(301)252-3600,POINT (-77.123736 39.041886),1997,2003
BUILDING CONTRACTORS LICENSE,BC3445,02/03/1998,02/03/2008,JOHN ST. ANGELO,11808  MORNING STAR  DRIVE,germantown,MD,20876,(301)674-2527x,POINT (-77.247708 39.218039),1998,2008
BUILDING CONTRACTORS LICENSE,BC3506,05/04/1999,01/08/2004,ARJAY WEST,"201 DAVIS DRIVE,",sterling,VA,20164,(703)430-8380x,POINT (-77.420468 38.99302),1999,2004
BUILDING CONTRACTORS LICENSE,BC2939,05/31/1999,05/30/2009,ALLAN SHERMAN,05701-M  GENERAL WASHINGTON  DRIVE,alexandria,VA,22312,(703)941-7055x,POINT (-77.165966 38.796852),1999,2009
BUILDING CONTRACTORS LICENSE,BC2991,04/02/1998,04/02/2000,PATRICK EMOS,007909  FENWAY  ROAD,bethesda,MD,20817,(307)469-8900x,missing,1998,2000
BUILDING CONTRACTORS LICENSE,BC3588,02/08/2001,02/06/2005,BETTY LLEWELLYN,14515 FARADAY DRIVE,rockville,MD,20853,(301)871-6565x,POINT (-77.08332 39.095332),2001,2005
BUILDING CONTRACTORS LICENSE,BC3414,09/10/1997,02/07/2004,ALBERT KIRKNER,33 W. FRANKLIN STREET,hagerstown,MD,21740,(301)739-1236x,POINT (-77.720402 39.643845),1997,2004
BUILDING CONTRACTORS LICENSE,BC3469,07/07/1998,07/07/2002,ENIOLADE WILLIAMS,P.O. BOX 130,lanham,MD,20703,(301)352-9830x,missing,1998,2002
BUILDING CONTRACTORS LICENSE,BC3644,02/13/2002,02/13/2008,ALAN POLLIN,"7731 TUCKERMAN LANE, #148",potomac,MD,20854,(301)767-0970x,POINT (-77.156368 39.03937),2002,2008
BUILDING CONTRACTORS LICENSE,BC3746,01/06/2004,01/06/2006,ANDREW KOVRIGIN,714 GORMLEY DRIVE,rockville,MD,20850,(301)580-6508x,POINT (-77.181832 39.08193),2004,2006
BUILDING CONTRACTORS LICENSE,BC2425,03/07/1999,03/07/2001,SUBBARAYUDU JAKKAMPURI,007425  NEEDWOOD  ROAD,rockville,MD,20855,(301)258-0185x,POINT (-77.152868 39.123475),1999,2001
BUILDING CONTRACTORS LICENSE,BC3432,11/04/1997,11/04/2003,SIROUS JAFARI,"1700  ROCKVILLE  PIKE,",rockville,MD,20852,(301)881-8000x,POINT (-77.123651 39.061518),1997,2003
BUILDING CONTRACTORS LICENSE,BC3078,06/04/1999,06/04/2001,THOMAS MCGLAUGHLIN,022301  FITZGERALD  DRIVE,laytonsville,MD,20882,(301)253-5178x,POINT (-77.116109 39.222036),1999,2001
BUILDING CONTRACTORS LICENSE,BC3440,01/06/1998,01/06/2004,AHMAD ABDUL-BAKI,8614  WESTWOOD CENTER  DRIVE,vienna,VA,22182,(703)442-8423x,POINT (-77.247005 38.929126),1998,2004
BUILDING CONTRACTORS LICENSE,BC3301,08/01/1999,08/01/2007,EDWIN JACOBSEN,40862 ROBIN CIRCLE,leesburg,VA,20175,(703)759-0133x,POINT (-77.588273 39.079809),1999,2007
BUILDING CONTRACTORS LICENSE,BC2767,04/06/1997,04/06/1999,WILLIAM JAMES,"007945  MACARTHUR  BLVD.,",cabin john,MD,20818,(301)-x,POINT (-77.162774 38.974709),1997,1999
BUILDING CONTRACTORS LICENSE,BC3841,09/14/2005,09/14/2007,"HARRY TURNER, III",304 EAST DIAMOND AVENUE,gaithersburg,MD,20875,(301)987-1688x,POINT (-77.193154 39.142178),2005,2007
BUILDING CONTRACTORS LICENSE,BC0940,07/01/1999,07/01/2003,MARTIN MARCUS,010108  ORMOND  ROAD,potomac,MD,20854,(301)983-0092x,POINT (-77.203123 39.021319),1999,2003
BUILDING CONTRACTORS LICENSE,BC2454,08/06/1998,08/06/2002,JAMES MAY,P.O. BOX 129,west friendship,MD,21794,(301)854-3575x,missing,1998,2002
BUILDING CONTRACTORS LICENSE,BC3295,07/12/1999,07/12/2001,SIMON ROSENBERG,12116  ARBIE ROAD,silver spring,MD,20904,(301)622-0646x,POINT (-76.992252 39.054783),1999,2001
BUILDING CONTRACTORS LICENSE,BC4065,11/09/2011,11/04/2015,TODD COPELAND,6001 MONTROSE ROAD,rockville,MD,20852,(301)816-4241x,POINT (-77.121149 39.052856),2011,2015
BUILDING CONTRACTORS LICENSE,BC2864,08/02/1998,08/02/2012,PHILLIP CARLS,"2500 WATERSIDE DRIVE, #117",frederick,MD,21701,(301)384-1166x,POINT (-77.387511 39.45642),1998,2012
BUILDING CONTRACTORS LICENSE,BC3546,03/15/2000,03/15/2006,JOSEPH SHIEH,6212-B OLD FRANCONIA ROAD,alexandria,VA,22310,(703)719-9805x,POINT (-77.153385 38.779582),2000,2006
BUILDING CONTRACTORS LICENSE,BC3865,03/21/2006,03/21/2010,SHAREEF YOUNIS,"7531 LEESBURG PIKE,",falls church,VA,22043,(703)848-4909x,POINT (-77.205038 38.904423),2006,2010
BUILDING CONTRACTORS LICENSE,BC3360,08/07/1998,08/07/2000,"FULTON GORDON, III","6939 GEORGIA AVENUE, N.W.",washington,DC,20012,(301)263-9171x,POINT (-77.026736 38.974948),1998,2000
BUILDING CONTRACTORS LICENSE,BC0245,12/31/1998,12/31/2004,"JOHN WALKER,III",P.O BOX 5297,laytonsville,MD,20882,(301)590-0375x,missing,1998,2004
BUILDING CONTRACTORS LICENSE,BC0606,04/17/1999,04/17/2003,KENNETH PARKER,003147  FLINTHILL  ROAD,adamstown,MD,21710,(301)831-8636x,POINT (-77.401651 39.319941),1999,2003
BUILDING CONTRACTORS LICENSE,BC3497,04/06/1999,04/06/2001,STEVE MYERS,7926  CESSNA  AVENUE,gaithersburg,MD,20879,(301)208-0989x,POINT (-77.161621 39.172281),1999,2001
BUILDING CONTRACTORS LICENSE,BC3269,01/12/1997,01/12/1999,THOMAS NORRIS,PO BOX 317,ashton,MD,20861,(301)439-1066x,missing,1997,1999
BUILDING CONTRACTORS LICENSE,BC3906,12/06/2006,12/06/2012,PETER GUIDA,"5410 BUTLER ROAD, SUITE 200",bethesda,MD,20816,(301)652-7299x,POINT (-77.103851 38.962448),2006,2012
BUILDING CONTRACTORS LICENSE,BC3579,09/19/2000,09/19/2002,KENNETH DUDLEY,"3516 13TH STREET,N.E.",washington,DC,20017,(202)526-0887x,POINT (-76.988735 38.933249),2000,2002
BUILDING CONTRACTORS LICENSE,BC0564,12/15/1998,12/15/2004,WARREN HALLE,"002900  LINDEN  LANE,",silver spring,MD,20910,(301)495-1520x,POINT (-77.057752 39.014538),1998,2004
BUILDING CONTRACTORS LICENSE,BC2827,03/08/1998,03/08/2008,AYMAN TAJI,"2300 M STREET, NW,",washington,DC,20037,(202)973-2891x,POINT (-77.050505 38.905261),1998,2008
BUILDING CONTRACTORS LICENSE,BC3495,02/02/1999,02/02/2003,PEI-HWA FOO,7721 FONTAINE STREET,potomac,MD,20854,(301)765-8993x,POINT (-77.161982 39.049777),1999,2003
BUILDING CONTRACTORS LICENSE,BC3876,06/07/2006,06/07/2008,TIM KRAVCHUNOVSKY,19 CLIMBING IVY COURT,germantown,MD,20874,(301)591-1343x,POINT (-77.270553 39.166122),2006,2008
BUILDING CONTRACTORS LICENSE,BC2901,12/06/1997,05/04/2008,OHAL SUDHAKAR,005809  OSCEOLA  ROAD,bethesda,MD,20816,(301)229-6868x,POINT (-77.117485 38.962244),1997,2008
BUILDING CONTRACTORS LICENSE,BC2698,11/17/1998,11/17/2002,ALAN KOROBKIN,8510 HUNTER CREEK TRAIL,potomac,MD,20854,(301)299-9275x,POINT (-77.174996 39.031751),1998,2002
BUILDING CONTRACTORS LICENSE,BC3747,01/06/2004,01/06/2006,JOHN VIQUEIRA,12517 DEOUDES ROAD,boyds,MD,20841,(301)515-8990x,POINT (-77.260132 39.211726),2004,2006
BUILDING CONTRACTORS LICENSE,BC3755,04/06/2004,04/06/2006,JOHNNIE DURANT,P.O. BOX 90717,washington,DC,20090,(202)582-2535x,missing,2004,2006
BUILDING CONTRACTORS LICENSE,BC3565,07/11/2000,07/11/2008,BENITA BERMAN,"4701 WILLARD AVENUE,#1026",chevy chase,MD,20815,(703)930-5610x,POINT (-77.093644 38.96276),2000,2008
BUILDING CONTRACTORS LICENSE,BC3402,06/03/1999,06/03/2003,LAWRENCE FISHMAN,11112  KORMAN  DRIVE,potomac,MD,20854,(301)983-9616x,POINT (-77.206448 39.038847),1999,2003
BUILDING CONTRACTORS LICENSE,BC3956,05/06/2008,05/06/2012,DAVID GRAPER,180-A MENTOR AVENUE,painesville,OH,44077,(440)354-6509x,POINT (-81.249039 41.721997),2008,2012
BUILDING CONTRACTORS LICENSE,BC3793,11/16/2004,11/15/2010,JUSTIN SHOOK,9307 SINGLETON DRIVE,bethesda,MD,20817,(301)564-4434x,POINT (-77.115109 39.00892),2004,2010
BUILDING CONTRACTORS LICENSE,BC3075,09/18/1997,09/18/1999,I. GERALD GINSBERG,006169  EXECUTIVE  BLVD.,rockville,MD,20852,(301)984-8081x,POINT (-77.125702 39.048975),1997,1999
BUILDING CONTRACTORS LICENSE,BC3340,03/18/1998,03/18/2000,JAMES SHEPHERD,4305 TEN OAKS ROAD,dayton,MD,21036,NA,POINT (-76.9835 39.252571),1998,2000
BUILDING CONTRACTORS LICENSE,BC3509,05/04/1999,05/04/2003,MAGDY IBRAHIN,4300 MONTGOMERY AVENUE,bethesda,MD,20814,(301)951-3967x,POINT (-77.086907 38.98536),1999,2003
BUILDING CONTRACTORS LICENSE,BC3447,02/03/1998,02/12/2001,MICHAEL DAVIS,4920 NIAGARA ROAD,college park,MD,20874,(301)330-8398x,POINT (-76.921275 39.017459),1998,2001
BUILDING CONTRACTORS LICENSE,BC3491,12/01/1998,12/01/2002,BARRY GOULD,2  WINTERSET  COURT,potomac,MD,20854,(301)251-0343x,POINT (-77.195622 39.048603),1998,2002
BUILDING CONTRACTORS LICENSE,BC3762,05/04/2004,05/04/2008,MITCHELL RACCOSIN,6819 ELM STREET,mclean,VA,22101,(703)356-8700x,POINT (-77.178604 38.935101),2004,2008
BUILDING CONTRACTORS LICENSE,BC3925,06/19/2007,06/19/2009,"WILLIAM ""HARRIS"" WOODWARD",9375 BREAMORE COURT,laurel,MD,20723,(301)576-4486x,POINT (-76.829924 39.133057),2007,2009
BUILDING CONTRACTORS LICENSE,BC3697,01/07/2003,01/07/2013,"CHARLES TOBIN, JR.",P.O. BOX 768 (3015 TWISTING LANE),bowie,MD,20718,(202)438-7100x,missing,2003,2013
BUILDING CONTRACTORS LICENSE,BC3361,08/08/1996,08/08/2000,MICHAEL PIGHINI,16024  HAYES LANE,woodbridge,VA,22191,(703)730-5312x,POINT (-77.270733 38.601394),1996,2000
BUILDING CONTRACTORS LICENSE,BC3240,07/19/1998,07/19/2000,BRUCE LEINGERGER,10132G  COLVIN RUN  ROAD,great falls,VA,22066,(561)391-4012x,POINT (-77.297286 38.974024),1998,2000
BUILDING CONTRACTORS LICENSE,BC3292,10/06/1998,10/06/2006,FRANK NICOL,P.O. BOX 159,ashton,MD,20861,(301)570-2506x,missing,1998,2006
BUILDING CONTRACTORS LICENSE,BC3855,01/11/2006,01/11/2008,ALAN STANISLAV,P.O. BOX 180,brookeville,MD,20833,(301)924-0105x,missing,2006,2008
BUILDING CONTRACTORS LICENSE,BC2305,06/23/1999,06/23/2003,C. ROBERT SANBOWER,001425 WEST  PATRICK  STREET,frederick,MD,21702,(301)695-8310x,POINT (-77.464326 39.421099),1999,2003
BUILDING CONTRACTORS LICENSE,BC3411,08/05/1999,08/05/2011,"WALTER MAGRUDER, JR.",12165  DARNESTOWN  ROAD,gaithersburg,MD,20878,(301)921-9050x,POINT (-77.251495 39.117547),1999,2011
BUILDING CONTRACTORS LICENSE,BC3211,02/22/1998,02/22/2008,MICHAEL RUEHR,2126 ESPEY COURT,crofton,MD,21114,(410)721-5828x,POINT (-76.698631 38.989414),1998,2008
BUILDING CONTRACTORS LICENSE,BC3462,05/06/1998,05/06/2004,STEVEN ZUCKERMAN,"2  WISCONSIN  CIRCLE,",chevy chase,MD,20815,(202)237-1513x,POINT (-77.085371 38.961971),1998,2004
BUILDING CONTRACTORS LICENSE,BC2488,10/26/1998,10/26/2010,WAYNE WIREMAN,004790  MID COUNTY  COURT,monrovia,MD,21770,(301)831-9874x,POINT (-77.24404 39.364486),1998,2010
BUILDING CONTRACTORS LICENSE,BC3505,05/04/1999,05/04/2003,GARY JACKSON,930 N. EAST  STREET,frederick,MD,21701,(301)698-4797x,POINT (-77.612032 39.314403),1999,2003
BUILDING CONTRACTORS LICENSE,BC2723,04/08/1999,04/08/2005,JEFFREY ADLER,10105  MEADOWNECK  COURT,silver spring,MD,20910,(301)587-2896x,POINT (-77.063465 39.022213),1999,2005
BUILDING CONTRACTORS LICENSE,BC3816,04/13/2005,05/13/2012,STEVEN WEST,10600 WHISKEY ROAD,ijamsville,MD,21754,(301)471-7819x,POINT (-77.294151 39.363528),2005,2012
BUILDING CONTRACTORS LICENSE,BC4058,09/14/2011,09/14/2015,CHRIS WORTH,10623 JONES STREET,fairfax,VA,22030,(703)385-7335,POINT (-77.315655 38.844737),2011,2015
